id,year,part,main,sub,points,theme,ask,keywords,type,cluster,difficulty,importance,textbook,heading,related,memo,pdf_page,internal_page,source,question_page,problem_pdf_page,answer_pdf_page,problem_path,textbook_path,answer_path,official_primary_title,official_primary_url,official_related_titles,official_related_urls,official_ref_count,references_json,reference_count,reference_summary,official_display_section,official_display_excerpt,official_exam_url
H24-Q1(3),H24,第Ⅰ部,問題1,(3),5,保険法における保険契約の類型,語句記入,生命保険契約／損害保険契約／傷害疾病定額保険／損害てん補,知識型,法令・基礎書類,3,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等,7.1.1 保険業法上の医療保険,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.1.1 保険業法上の医療保険,54,4-51,H24G.pdf,p.2,2,7,exams/H24G.pdf#page=2,textbooks/hoken1-seiho_04.pdf#page=54,exams/H24G.pdf#page=7,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第4章 生命保険の商品開発 ＞ 4.4.10 法令等"", ""source"": ""hoken1-seiho_04.pdf"", ""usage"": ""7.1.1 保険業法上の医療保険"", ""url"": ""textbooks/hoken1-seiho_04.pdf#page=54"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.1.1 保険業法上の医療保険"", ""pdf_page"": ""54"", ""internal_page"": ""4-51""}]",1,教科書：第4章 生命保険の商品開発 ＞ 4.4.10 法令等,,,
H24-Q1(4),H24,第Ⅰ部,問題1,(4),5,アセット・シェア計算の活用目的,列挙・説明,保険料率／責任準備金十分性／配当確認／組織変更,知識型,アセット・シェア,2,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.1.2 アセット・シェア計算の目的,3.3 アセット・シェアの活用例,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.3 アセット・シェアの活用例,6,3-2,H24G.pdf,p.2,2,7,exams/H24G.pdf#page=2,textbooks/hoken1-seiho_03.pdf#page=6,exams/H24G.pdf#page=7,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第3章 アセット・シェア ＞ 3.1.2 アセット・シェア計算の目的"", ""source"": ""hoken1-seiho_03.pdf"", ""usage"": ""3.3 アセット・シェアの活用例"", ""url"": ""textbooks/hoken1-seiho_03.pdf#page=6"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.3 アセット・シェアの活用例"", ""pdf_page"": ""6"", ""internal_page"": ""3-2""}]",1,教科書：第3章 アセット・シェア ＞ 3.1.2 アセット・シェア計算の目的,,,
H24-Q2(1),H24,第Ⅰ部,問題2,(1),10,金利上昇時の解約返戻金支払と流動性問題,説明,金利上昇／解約増加／流動性リスク／MVA／ALM,複合型,解約返戻金・金利リスク,4,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.7.4 流動性に対するリスク管理,2.7.2 ALMの観点からみた解約,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.7.2 ALMの観点からみた解約,42,2-36,H24G.pdf,p.3,3,8,exams/H24G.pdf#page=3,textbooks/hoken1-seiho_02.pdf#page=42,exams/H24G.pdf#page=8,II-3-12 流動性リスク管理態勢,https://www.fsa.go.jp/common/law/guide/ins/02c.html#:~:text=II%20%EF%BC%8D%EF%BC%93%EF%BC%8D12%20%E6%B5%81%E5%8B%95%E6%80%A7%E3%83%AA%E3%82%B9%E3%82%AF%E7%AE%A1%E7%90%86%E6%85%8B%E5%8B%A2,IV-5-3 契約者価額,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%93%20%E5%A5%91%E7%B4%84%E8%80%85%E4%BE%A1%E9%A1%8D,2,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第2章 解約および解約返戻金 ＞ 2.7.4 流動性に対するリスク管理"", ""source"": ""hoken1-seiho_02.pdf"", ""usage"": ""2.7.2 ALMの観点からみた解約"", ""url"": ""textbooks/hoken1-seiho_02.pdf#page=42"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.7.2 ALMの観点からみた解約"", ""pdf_page"": ""42"", ""internal_page"": ""2-36""}, {""id"": ""OFF-05"", ""category"": ""監督指針"", ""title"": ""II-3-12 流動性リスク管理態勢"", ""source"": ""金融庁"", ""usage"": ""流動性リスク、金利上昇時の解約増加・資金流出"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/02c.html#:~:text=II%20%EF%BC%8D%EF%BC%93%EF%BC%8D12%20%E6%B5%81%E5%8B%95%E6%80%A7%E3%83%AA%E3%82%B9%E3%82%AF%E7%AE%A1%E7%90%86%E6%85%8B%E5%8B%A2"", ""type"": ""公式"", ""reason"": ""流動性リスク、金利上昇時の解約増加・資金流出"", ""section_hint"": ""II－3－12 流動性リスク管理態勢"", ""excerpt"": ""資金繰り・流動性リスクの管理態勢、金利上昇時の解約増加や資金流出への備えを確認する箇所。"", ""display_mode"": ""official_panel""}, {""id"": ""OFF-16"", ""category"": ""監督指針"", ""title"": ""IV-5-3 契約者価額"", ""source"": ""金融庁"", ""usage"": ""解約返戻金、契約者価額、MVA、市場価格調整"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%93%20%E5%A5%91%E7%B4%84%E8%80%85%E4%BE%A1%E9%A1%8D"", ""type"": ""公式"", ""reason"": ""解約返戻金、契約者価額、MVA、市場価格調整"", ""section_hint"": ""IV－5－3 契約者価額"", ""excerpt"": ""解約返戻金は支出した事業費・投資上の損失・保険設計上の仕組み等に照らして合理的かつ妥当か、MVA係数はリスク管理や取引費用との整合性から妥当かを確認する箇所。"", ""display_mode"": ""official_panel""}]",3,教科書：第2章 解約および解約返戻金 ＞ 2.7.4 流動性に対するリスク管理 ／ 公式：II-3-12 流動性リスク管理態勢 ／ 公式：IV-5-3 契約者価額,II－3－12 流動性リスク管理態勢,資金繰り・流動性リスクの管理態勢、金利上昇時の解約増加や資金流出への備えを確認する箇所。,
H24-Q2(2),H24,第Ⅰ部,問題2,(2),10,変額年金保険の動的解約モデル,計算・説明,動的解約率／インザマネーネス／最低保証金額／ステップアップ,計算型,変額年金・解約モデル,5,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.6.4 動的解約率前提,第5章 変額年金保険 ＞ 5.2 最低保証リスク,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：第5章 変額年金保険 ＞ 5.2 最低保証リスク,37,2-31,H24G.pdf,p.3,3,10,exams/H24G.pdf#page=3,textbooks/hoken1-seiho_02.pdf#page=37,exams/H24G.pdf#page=10,IV-1-14 特別勘定又は積立勘定を設ける商品,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%91%EF%BC%8D14%20%E7%89%B9%E5%88%A5%E5%8B%98%E5%AE%9A%E5%8F%88%E3%81%AF%E7%A9%8D%E7%AB%8B%E5%8B%98%E5%AE%9A%E3%82%92%E8%A8%AD%E3%81%91%E3%82%8B%E5%95%86%E5%93%81,,,1,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第2章 解約および解約返戻金 ＞ 2.6.4 動的解約率前提"", ""source"": ""hoken1-seiho_02.pdf"", ""usage"": ""第5章 変額年金保険 ＞ 5.2 最低保証リスク"", ""url"": ""textbooks/hoken1-seiho_02.pdf#page=37"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：第5章 変額年金保険 ＞ 5.2 最低保証リスク"", ""pdf_page"": ""37"", ""internal_page"": ""2-31""}, {""id"": ""OFF-11"", ""category"": ""監督指針"", ""title"": ""IV-1-14 特別勘定又は積立勘定を設ける商品"", ""source"": ""金融庁"", ""usage"": ""変額年金、特別勘定、最低保証を含む商品の審査観点"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%91%EF%BC%8D14%20%E7%89%B9%E5%88%A5%E5%8B%98%E5%AE%9A%E5%8F%88%E3%81%AF%E7%A9%8D%E7%AB%8B%E5%8B%98%E5%AE%9A%E3%82%92%E8%A8%AD%E3%81%91%E3%82%8B%E5%95%86%E5%93%81"", ""type"": ""公式"", ""reason"": ""変額年金、特別勘定、最低保証を含む商品の審査観点"", ""section_hint"": ""IV－1－14 特別勘定又は積立勘定を設ける商品"", ""excerpt"": ""変額年金・特別勘定・積立勘定を設ける商品、最低保証を含む商品の商品審査上の確認先。"", ""display_mode"": ""official_panel""}]",2,教科書：第2章 解約および解約返戻金 ＞ 2.6.4 動的解約率前提 ／ 公式：IV-1-14 特別勘定又は積立勘定を設ける商品,IV－1－14 特別勘定又は積立勘定を設ける商品,変額年金・特別勘定・積立勘定を設ける商品、最低保証を含む商品の商品審査上の確認先。,
H24-Q2(3),H24,第Ⅰ部,問題2,(3),10,モデル・ポイントの説明と設定上の留意点,説明,モデル・ポイント／代表契約／選定単位／計算効率／ヴァリデーション／恣意性排除,知識型,商品毎収益検証,3,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.10.2 保険群団単位モデルとモデルポイント法の注意事項,10.10.3 代表契約単位のモデルと将来指標,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.10.3 代表契約単位のモデルと将来指標,59,10-53,H24G.pdf,p.4,5,10,exams/H24G.pdf#page=5,textbooks/hoken1-seiho_10.pdf#page=59,exams/H24G.pdf#page=10,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第10章 商品毎収益検証 ＞ 10.10.2 保険群団単位モデルとモデルポイント法の注意事項"", ""source"": ""hoken1-seiho_10.pdf"", ""usage"": ""10.10.3 代表契約単位のモデルと将来指標"", ""url"": ""textbooks/hoken1-seiho_10.pdf#page=59"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.10.3 代表契約単位のモデルと将来指標"", ""pdf_page"": ""59"", ""internal_page"": ""10-53""}]",1,教科書：第10章 商品毎収益検証 ＞ 10.10.2 保険群団単位モデルとモデルポイント法の注意事項,,,
H24-Q2(4),H24,第Ⅰ部,問題2,(4),10,予定保険料払込免除率の設定と責任準備金・契約者価額,説明,保険料払込免除率／障害状態／要介護状態／責任準備金／契約者価額／基礎率整合性,知識型,営業保険料・基礎率,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,2.2.2 解約返戻金に係る法規整,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.2.2 解約返戻金に係る法規整,9,1-7,H24G.pdf,p.4,5,12,exams/H24G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=9,exams/H24G.pdf#page=12,IV-5-3 契約者価額,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%93%20%E5%A5%91%E7%B4%84%E8%80%85%E4%BE%A1%E9%A1%8D,,,1,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等"", ""source"": ""hoken1-seiho_01.pdf"", ""usage"": ""2.2.2 解約返戻金に係る法規整"", ""url"": ""textbooks/hoken1-seiho_01.pdf#page=9"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.2.2 解約返戻金に係る法規整"", ""pdf_page"": ""9"", ""internal_page"": ""1-7""}, {""id"": ""OFF-16"", ""category"": ""監督指針"", ""title"": ""IV-5-3 契約者価額"", ""source"": ""金融庁"", ""usage"": ""解約返戻金、契約者価額、MVA、市場価格調整"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%93%20%E5%A5%91%E7%B4%84%E8%80%85%E4%BE%A1%E9%A1%8D"", ""type"": ""公式"", ""reason"": ""解約返戻金、契約者価額、MVA、市場価格調整"", ""section_hint"": ""IV－5－3 契約者価額"", ""excerpt"": ""解約返戻金は支出した事業費・投資上の損失・保険設計上の仕組み等に照らして合理的かつ妥当か、MVA係数はリスク管理や取引費用との整合性から妥当かを確認する箇所。"", ""display_mode"": ""official_panel""}]",2,教科書：第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等 ／ 公式：IV-5-3 契約者価額,IV－5－3 契約者価額,解約返戻金は支出した事業費・投資上の損失・保険設計上の仕組み等に照らして合理的かつ妥当か、MVA係数はリスク管理や取引費用との整合性から妥当かを確認する箇所。,
H24-Q3(1),H24,第Ⅱ部,問題3,(1),20,低金利下における団体年金保険の予定利率設定,所見論述,低金利／予定利率／団体年金／金利リスク／販売停止・据置,所見型,営業保険料・予定利率,5,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.3 予定利率,10.5 金利のシナリオ設定,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.5 金利のシナリオ設定,13,1-11,H24G.pdf,p.6,6,14,exams/H24G.pdf#page=6,textbooks/hoken1-seiho_01.pdf#page=13,exams/H24G.pdf#page=14,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第1章 営業保険料 ＞ 1.4.3 予定利率"", ""source"": ""hoken1-seiho_01.pdf"", ""usage"": ""10.5 金利のシナリオ設定"", ""url"": ""textbooks/hoken1-seiho_01.pdf#page=13"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：10.5 金利のシナリオ設定"", ""pdf_page"": ""13"", ""internal_page"": ""1-11""}]",1,教科書：第1章 営業保険料 ＞ 1.4.3 予定利率,,,
H24-Q3(2),H24,第Ⅱ部,問題3,(2),20,金融機関代理店チャネルの商品設計・価格設定,所見論述,乗合代理店／金融機関窓販／商品設計／チャネル特性／ガバナンス,所見型,商品開発・販売チャネル,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.3 販売経路（営業、募集）,4.2.1 商品開発プロセスの概略／1.4.4 予定事業費率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.1 商品開発プロセスの概略／1.4.4 予定事業費率,39,4-36,H24G.pdf,p.6,6,17,exams/H24G.pdf#page=6,textbooks/hoken1-seiho_04.pdf#page=39,exams/H24G.pdf#page=17,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第4章 生命保険の商品開発 ＞ 4.4.3 販売経路（営業、募集）"", ""source"": ""hoken1-seiho_04.pdf"", ""usage"": ""4.2.1 商品開発プロセスの概略／1.4.4 予定事業費率"", ""url"": ""textbooks/hoken1-seiho_04.pdf#page=39"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.1 商品開発プロセスの概略／1.4.4 予定事業費率"", ""pdf_page"": ""39"", ""internal_page"": ""4-36""}]",1,教科書：第4章 生命保険の商品開発 ＞ 4.4.3 販売経路（営業、募集）,,,
H25-Q1(1),H25,第Ⅰ部,問題1,(1),5,第三分野標準生命表2007の作成方法,語句記入,第三分野標準生命表／基礎データ／補整／死亡保険用死亡率,知識型,医療保険,3,A,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4.1.1 死亡率,付録4 第三分野標準生命表2018の作成概要,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：付録4 第三分野標準生命表2018の作成概要,17,7-13,H25G.pdf,p.1,1,6,exams/H25G.pdf#page=1,textbooks/hoken1-seiho_07.pdf#page=17,exams/H25G.pdf#page=6,IV-4 第三分野,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%94%EF%BC%8D%EF%BC%91%20%E5%9F%BA%E7%A4%8E%E7%8E%87%E5%A4%89%E6%9B%B4%E6%A8%A9%E3%81%AE%E8%A8%AD%E5%AE%9A%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6,金融庁 報道発表資料（保険会社関係）,https://www.fsa.go.jp/news/r7/hoken/news_menu_h.html,2,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第7章 医療保険 ＞ 7.4.1.1 死亡率"", ""source"": ""hoken1-seiho_07.pdf"", ""usage"": ""付録4 第三分野標準生命表2018の作成概要"", ""url"": ""textbooks/hoken1-seiho_07.pdf#page=17"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：付録4 第三分野標準生命表2018の作成概要"", ""pdf_page"": ""17"", ""internal_page"": ""7-13""}, {""id"": ""OFF-13"", ""category"": ""監督指針"", ""title"": ""IV-4 第三分野"", ""source"": ""金融庁"", ""usage"": ""第三分野商品の商品審査、基礎率変更権、契約者保護"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%94%EF%BC%8D%EF%BC%91%20%E5%9F%BA%E7%A4%8E%E7%8E%87%E5%A4%89%E6%9B%B4%E6%A8%A9%E3%81%AE%E8%A8%AD%E5%AE%9A%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6"", ""type"": ""公式"", ""reason"": ""第三分野商品の商品審査、基礎率変更権、契約者保護"", ""section_hint"": ""IV－4 第三分野／基礎率変更権"", ""excerpt"": ""第三分野保険の基礎率変更権、行使基準、実績発生率指標、契約者説明・情報開示、変更後予定発生率の合理性等を確認する箇所。"", ""display_mode"": ""official_panel""}, {""id"": ""OFF-29"", ""category"": ""パブコメ"", ""title"": ""金融庁 報道発表資料（保険会社関係）"", ""source"": ""金融庁"", ""usage"": ""監督指針・法令改正・標準生命表関連などの公表資料、パブリックコメント確認"", ""url"": ""https://www.fsa.go.jp/news/r7/hoken/news_menu_h.html"", ""type"": ""公式"", ""reason"": ""監督指針・法令改正・標準生命表関連などの公表資料、パブリックコメント確認"", ""section_hint"": ""金融庁 報道発表資料（保険会社関係）"", ""excerpt"": ""監督指針・法令改正・標準生命表関連などのパブリックコメント・公表資料の入口。個別案件の確認用。"", ""display_mode"": ""official_panel""}]",3,教科書：第7章 医療保険 ＞ 7.4.1.1 死亡率 ／ 公式：IV-4 第三分野 ／ 公式：金融庁 報道発表資料（保険会社関係）,IV－4 第三分野／基礎率変更権,第三分野保険の基礎率変更権、行使基準、実績発生率指標、契約者説明・情報開示、変更後予定発生率の合理性等を確認する箇所。,
H25-Q1(2),H25,第Ⅰ部,問題1,(2),5,アセット・シェアの料率設定への活用,語句記入,イクエーション方式／アキュムレーション方式／利益目標／保険料率,知識型,アセット・シェア,3,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.3.1 料率設定への活用,3.2 アセット・シェア計算の原理,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.2 アセット・シェア計算の原理,25,3-21,H25G.pdf,p.1,1,6,exams/H25G.pdf#page=1,textbooks/hoken1-seiho_03.pdf#page=25,exams/H25G.pdf#page=6,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第3章 アセット・シェア ＞ 3.3.1 料率設定への活用"", ""source"": ""hoken1-seiho_03.pdf"", ""usage"": ""3.2 アセット・シェア計算の原理"", ""url"": ""textbooks/hoken1-seiho_03.pdf#page=25"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.2 アセット・シェア計算の原理"", ""pdf_page"": ""25"", ""internal_page"": ""3-21""}]",1,教科書：第3章 アセット・シェア ＞ 3.3.1 料率設定への活用,,,
H25-Q1(3),H25,第Ⅰ部,問題1,(3),5,財務再保険の定義と会計処理,語句記入,財務再保険／手数料収入／収益認識／預かり金,知識型,再保険,3,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.2.4 伝統的再保険・非伝統的再保険,8.4.3 ファイナイト・リスク保険,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：8.4.3 ファイナイト・リスク保険,13,8-9,H25G.pdf,p.2,2,6,exams/H25G.pdf#page=2,textbooks/hoken1-seiho_08.pdf#page=13,exams/H25G.pdf#page=6,保険業法施行規則 第71条 / 大蔵省告示第233号（財務再保険）,https://laws.e-gov.go.jp/law/408M50000040005#Mp-At_71,,,1,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第8章 再保険 ＞ 8.2.4 伝統的再保険・非伝統的再保険"", ""source"": ""hoken1-seiho_08.pdf"", ""usage"": ""8.4.3 ファイナイト・リスク保険"", ""url"": ""textbooks/hoken1-seiho_08.pdf#page=13"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：8.4.3 ファイナイト・リスク保険"", ""pdf_page"": ""13"", ""internal_page"": ""8-9""}, {""id"": ""OFF-27"", ""category"": ""法令"", ""title"": ""保険業法施行規則 第71条 / 大蔵省告示第233号（財務再保険）"", ""source"": ""e-Gov法令検索・金融庁告示関連"", ""usage"": ""財務再保険、収益認識、預り金処理、修正共同保険式再保険"", ""url"": ""https://laws.e-gov.go.jp/law/408M50000040005#Mp-At_71"", ""type"": ""公式"", ""reason"": ""財務再保険、収益認識、預り金処理、修正共同保険式再保険"", ""section_hint"": ""保険業法施行規則 第71条／財務再保険"", ""excerpt"": ""責任準備金を積み立てない保険契約等の取扱い、財務再保険・大蔵省告示第233号に関連する確認先。"", ""display_mode"": ""official_panel""}]",2,教科書：第8章 再保険 ＞ 8.2.4 伝統的再保険・非伝統的再保険 ／ 公式：保険業法施行規則 第71条 / 大蔵省告示第233号（財務再保険）,保険業法施行規則 第71条／財務再保険,責任準備金を積み立てない保険契約等の取扱い、財務再保険・大蔵省告示第233号に関連する確認先。,
H25-Q1(4),H25,第Ⅰ部,問題1,(4),5,団体生命保険の数理算式,計算・算式,二項分布／純保険料／剰余／保険料率,計算型,団体生命保険,4,A,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.6.1 保険料,6.6.2 平均保険料率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.2 平均保険料率,19,6-15,H25G.pdf,p.2,2,6,exams/H25G.pdf#page=2,textbooks/hoken1-seiho_06.pdf#page=19,exams/H25G.pdf#page=6,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第6章 団体生命保険 ＞ 6.6.1 保険料"", ""source"": ""hoken1-seiho_06.pdf"", ""usage"": ""6.6.2 平均保険料率"", ""url"": ""textbooks/hoken1-seiho_06.pdf#page=19"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.2 平均保険料率"", ""pdf_page"": ""19"", ""internal_page"": ""6-15""}]",1,教科書：第6章 団体生命保険 ＞ 6.6.1 保険料,,,
H25-Q1(5),H25,第Ⅰ部,問題1,(5),5,VaRとCTEの説明・特徴,説明・数式,VaR／CTE／テイルリスク／リスク尺度,知識型,変額年金・リスク評価,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.3.1 CTEアプローチ,5.3 変額年金保険数理の基本的な考え方,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.3 変額年金保険数理の基本的な考え方,15,5-11,H25G.pdf,p.3,3,7,exams/H25G.pdf#page=3,textbooks/hoken1-seiho_05.pdf#page=15,exams/H25G.pdf#page=7,,,,,,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第5章 変額年金保険 ＞ 5.3.1 CTEアプローチ"", ""source"": ""hoken1-seiho_05.pdf"", ""usage"": ""5.3 変額年金保険数理の基本的な考え方"", ""url"": ""textbooks/hoken1-seiho_05.pdf#page=15"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.3 変額年金保険数理の基本的な考え方"", ""pdf_page"": ""15"", ""internal_page"": ""5-11""}]",1,教科書：第5章 変額年金保険 ＞ 5.3.1 CTEアプローチ,,,
H25-Q1(6),H25,第Ⅰ部,問題1,(6),5,医療保険のIBNR備金と入院責任準備金,説明,IBNR／入院責任準備金／既発生未報告／支払備金,知識型,医療保険,3,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.5.3 支払備金・既発生未報告支払備金,7.5.3.1 既発生未報告支払備金と入院責任準備金との関係,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.5.3.1 既発生未報告支払備金と入院責任準備金との関係,26,7-22,H25G.pdf,p.3,3,7,exams/H25G.pdf#page=3,textbooks/hoken1-seiho_07.pdf#page=26,exams/H25G.pdf#page=7,IV-5-2 責任準備金,https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%92%20%E8%B2%AC%E4%BB%BB%E6%BA%96%E5%82%99%E9%87%91,,,1,"[{""type"": ""教科書"", ""category"": ""教科書"", ""title"": ""第7章 医療保険 ＞ 7.5.3 支払備金・既発生未報告支払備金"", ""source"": ""hoken1-seiho_07.pdf"", ""usage"": ""7.5.3.1 既発生未報告支払備金と入院責任準備金との関係"", ""url"": ""textbooks/hoken1-seiho_07.pdf#page=26"", ""reason"": ""教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.5.3.1 既発生未報告支払備金と入院責任準備金との関係"", ""pdf_page"": ""26"", ""internal_page"": ""7-22""}, {""id"": ""OFF-15"", ""category"": ""監督指針"", ""title"": ""IV-5-2 責任準備金"", ""source"": ""金融庁"", ""usage"": ""責任準備金、標準責任準備金、第三分野ストレステスト"", ""url"": ""https://www.fsa.go.jp/common/law/guide/ins/04.html#:~:text=IV%20%EF%BC%8D%EF%BC%95%EF%BC%8D%EF%BC%92%20%E8%B2%AC%E4%BB%BB%E6%BA%96%E5%82%99%E9%87%91"", ""type"": ""公式"", ""reason"": ""責任準備金、標準責任準備金、第三分野ストレステスト"", ""section_hint"": ""IV－5－2 責任準備金"", ""excerpt"": ""責任準備金審査、負値責任準備金、MVAの仕組みを持つ商品の責任準備金、第三分野ストレステスト等の確認先。"", ""display_mode"": ""official_panel""}]",2,教科書：第7章 医療保険 ＞ 7.5.3 支払備金・既発生未報告支払備金 ／ 公式：IV-5-2 責任準備金,IV－5－2 責任準備金,責任準備金審査、負値責任準備金、MVAの仕組みを持つ商品の責任準備金、第三分野ストレステスト等の確認先。,
